job_id,customer_id,tech_name,region,city,job_type,scheduled_date,scheduled_time,arrival_time,duration_minutes,success,repeat_visit,repeat_reason,parts_used,notes
21198,,John Smith,South,Huntersville,Maintenance,2024-1-25,14:22,14:22,,yes,N,Customer Not Home,Splitter,Installed new modem
21199,N/A,Jessica T,West,Charlotte,reapir,2024-1-30,09:5 AM,09:5 AM,158,yes,,,Splitter,Technician running late
21200,,J. Taylor,East,charlotte,Repair,2024-3-23,12:3 pm,1:15 pm,N/A,No,Yes,Customer Not Home,Fiber ONT,Installed new modem
21201,N/A,John S.,WEST,Charlotte,Maintenance,01-21-2024,1:15 pm,09:5 AM,,no,Y,,Splitter,Customer unhappy
21202,N/A,L P,North,Concord,install,01/02/24,8:15 AM,14:22,122,Yes,No,Equipment Failure,Router;Coax Cable,Customer unhappy
21203,N/A,John S.,east,huntersvill,Instal,2024-02-26,9:00am,09:5 AM,136,no,N,Equipment Failure,coax cable; modem,Technician running late
21204,,John S.,East,charlotte,reapir,2024/03/23,07:50,8:15 AM,,yes,N,Equipment Failure,Fiber ONT,
21205,,Jess T.,North,Charlotte,Maintenance,2024/03/10,12:3 pm,9:00am,168,no,,Equipment Failure,Splitter,Customer unhappy
21206,5795,,WEST,Charlotte,Instal,2024-4-14,1:15 pm,12:3 pm,,yes,Y,N/A,Modem,Technician running late
21207,,John Smith,Noth,Huntersville,install,2024-3-9,14:22,12:3 pm,106,Yes,No,Equipment Failure,None,Technician running late
21208,,Maria G,Noth,Concord,reapir,2024/04/01,14:22,07:50,,no,,Signal Issue,Splitter,
21209,3129,J. Smith,East,Charlotte,Instal,2024-03-06,07:50,16:40,126,Yes,,Signal Issue,coax cable; modem,
21210,,Jess T.,East,concord,install,03/17/24,16:40,9:00am,178,yes,,Customer Not Home,Splitter,Technician running late
21211,6215,Liam P.,West,charlotte,Maintenance,2024-1-19,09:5 AM,1:15 pm,76,no,No,Equipment Failure,Router;Coax Cable,Installed new modem
21212,N/A,J Smith,West,huntersvill,Maintenance,2024/02/18,1:15 pm,09:5 AM,69,No,No,Customer Not Home,N/A,Installed new modem
21213,8255,Maria Gomez,Suth,Concord,maintenence,2024/01/02,12:3 pm,8:15 AM,N/A,no,,,None,
21214,N/A,J. Taylor,Suth,huntersvill,reapir,03/20/24,09:5 AM,09:5 AM,60,yes,N,Equipment Failure,N/A,Customer unhappy
21215,,Liam P.,WEST,charlotte,Maintenance,2024/04/26,14:22,8:15 AM,,yes,,Signal Issue,Splitter,Technician running late
21216,3192,Jessica T,WEST,Concord,Maintenance,01-20-2024,1:15 pm,9:00am,,No,Yes,Equipment Failure,None,Installed new modem
21217,N/A,Maria G,South,huntersvill,Maintenance,2024-3-23,14:22,1:15 pm,,no,Yes,Customer Not Home,N/A,Technician running late
21218,9427,Jessica T,WEST,Charlotte,install,2024-01-27,07:50,8:15 AM,89,No,,Equipment Failure,Modem,
21219,N/A,J. Smith,North,Charlotte,maintenence,2024/04/05,9:00am,16:40,,no,,N/A,,Installed new modem
21220,1138,J. Taylor,West,Concord,maintenence,02-03-2024,8:15 AM,09:5 AM,,Yes,Yes,N/A,Splitter,Technician running late
21221,,Liam P.,Suth,charlotte,maintenence,2024/03/07,09:5 AM,09:5 AM,N/A,Yes,,N/A,Splitter,Customer unhappy
21222,N/A,J. Smith,North,concord,Maint.,04/13/24,14:22,9:00am,69,yes,,Signal Issue,Router;Coax Cable,Installed new modem
21223,,L P,South,Charlotte,reapir,2024-4-3,9:00am,9:00am,,No,N,,N/A,Technician running late
21224,9631,Jessica T,North,Concord,install,01-15-2024,8:15 AM,8:15 AM,,no,Yes,,Splitter,
21225,2022,M. Gomez,South,concord,Maintenance,2024/03/10,07:50,09:5 AM,68,yes,,Signal Issue,None,Customer unhappy
21226,N/A,,South,Concord,Install,2024/04/29,14:22,09:5 AM,63,Yes,Yes,N/A,,Technician running late
21227,N/A,,Suth,huntersvill,install,04/19/24,14:22,07:50,,No,No,N/A,,
21228,,Jessica T,West,concord,Maint.,2024-1-23,12:3 pm,9:00am,131,yes,Yes,Signal Issue,Modem,Customer unhappy
21229,N/A,John S.,South,concord,Maintenance,01-13-2024,07:50,16:40,138,Yes,,N/A,None,
21230,,Liam P.,Noth,Charlotte,Install,2024/02/24,14:22,8:15 AM,157,yes,No,Signal Issue,Splitter,
21231,,J. Smith,Suth,Concord,Repair,02-15-2024,09:5 AM,07:50,N/A,no,No,,Router;Coax Cable,Customer unhappy
21232,,M. Gomez,Noth,Concord,Maint.,04/07/24,16:40,9:00am,,No,Y,,Splitter,Installed new modem
21233,N/A,Liam Peterson,east,concord,Maint.,2024-03-21,12:3 pm,1:15 pm,168,Yes,N,Customer Not Home,coax cable; modem,Customer unhappy
21234,,Liam Peterson,east,Charlotte,Instal,03-14-2024,09:5 AM,12:3 pm,25,no,Y,,coax cable; modem,Installed new modem
21235,,Maria G,east,Charlotte,install,04-12-2024,1:15 pm,9:00am,,yes,N,,None,Customer unhappy
21236,7531,Maria G,east,Concord,Install,2024/02/03,16:40,8:15 AM,62,no,Yes,Customer Not Home,Splitter,
21237,N/A,Maria G,North,huntersvill,Install,2024-2-20,1:15 pm,8:15 AM,,yes,,Customer Not Home,None,Technician running late
21238,N/A,John Smith,South,concord,Install,2024-2-12,1:15 pm,07:50,,yes,,Signal Issue,None,
21239,4875,J Smith,Suth,Huntersville,Install,2024-01-07,07:50,8:15 AM,,Yes,,,None,Customer unhappy
21240,,Maria G,east,Charlotte,reapir,04-08-2024,07:50,12:3 pm,,no,,Signal Issue,coax cable; modem,
21241,,J Smith,Noth,concord,Install,2024-01-04,07:50,09:5 AM,115,No,Y,Customer Not Home,N/A,Installed new modem
21242,3154,Maria G,Suth,Huntersville,maintenence,02-24-2024,09:5 AM,16:40,62,no,No,Equipment Failure,Modem,Installed new modem
21243,,,Suth,charlotte,maintenence,2024-4-29,14:22,14:22,51,Yes,Y,Equipment Failure,Fiber ONT,Installed new modem
21244,8202,Maria Gomez,Suth,Huntersville,Instal,2024-4-25,1:15 pm,1:15 pm,115,No,,N/A,None,Customer unhappy
21245,N/A,L P,South,Huntersville,Install,2024-03-03,14:22,1:15 pm,,Yes,No,,Router;Coax Cable,
21246,,J Smith,North,Charlotte,Repair,2024-4-28,07:50,14:22,,no,Y,,Fiber ONT,Technician running late
21247,,Jess T.,WEST,Concord,maintenence,01/22/24,1:15 pm,14:22,N/A,Yes,N,Signal Issue,None,
21248,7033,Liam P.,West,Charlotte,maintenence,2024-04-27,8:15 AM,16:40,98,yes,N,N/A,N/A,Installed new modem
21249,N/A,J. Taylor,WEST,concord,install,02/15/24,1:15 pm,12:3 pm,155,no,Yes,Customer Not Home,N/A,Technician running late
21250,N/A,Maria Gomez,east,Concord,install,2024/01/05,07:50,12:3 pm,150,No,No,Signal Issue,Fiber ONT,
21251,2362,Jess T.,South,charlotte,Maintenance,2024-02-24,12:3 pm,14:22,N/A,No,N,,coax cable; modem,Customer unhappy
21252,,,Noth,charlotte,maintenence,2024-03-28,16:40,14:22,N/A,no,Y,,Fiber ONT,Installed new modem
21253,,J. Taylor,East,Charlotte,Repair,2024-2-15,12:3 pm,07:50,,no,Yes,,coax cable; modem,
21254,N/A,Liam Peterson,Noth,Concord,Repair,02/09/24,07:50,09:5 AM,170,yes,N,,,Installed new modem
21255,6594,Liam Peterson,East,concord,Install,2024-01-15,16:40,12:3 pm,78,No,,,None,Customer unhappy
21256,2559,L P,Noth,concord,reapir,2024/04/25,14:22,1:15 pm,90,yes,,,coax cable; modem,Technician running late
21257,,J Smith,WEST,huntersvill,maintenence,03-22-2024,16:40,14:22,48,Yes,No,Equipment Failure,Modem,
21258,8581,,North,Huntersville,install,03-22-2024,12:3 pm,9:00am,N/A,yes,Y,Customer Not Home,Modem,Installed new modem
21259,,Liam P.,North,Concord,Maint.,2024-03-07,9:00am,14:22,,yes,N,,Modem,
21260,,,West,Huntersville,maintenence,2024-03-14,8:15 AM,14:22,,Yes,Y,Customer Not Home,Splitter,Technician running late
21261,,Liam Peterson,South,charlotte,maintenence,2024/01/12,8:15 AM,12:3 pm,,No,,N/A,Router;Coax Cable,
21262,N/A,J. Taylor,West,Charlotte,install,04-19-2024,14:22,12:3 pm,N/A,yes,Yes,Equipment Failure,,
21263,,,West,Concord,Repair,2024/01/06,16:40,8:15 AM,,no,No,N/A,Modem,Installed new modem
21264,,John S.,Noth,huntersvill,Maintenance,2024-4-27,9:00am,07:50,150,no,,Equipment Failure,Fiber ONT,Installed new modem
21265,4964,Jess T.,East,concord,maintenence,2024/03/10,09:5 AM,9:00am,,No,Yes,,None,
21266,N/A,Liam Peterson,Suth,Concord,Maintenance,2024/02/15,9:00am,9:00am,,no,,,Router;Coax Cable,Customer unhappy
21267,N/A,Liam P.,Suth,charlotte,Instal,01/04/24,09:5 AM,09:5 AM,N/A,No,Y,Equipment Failure,Modem,
21268,,J. Smith,Noth,Charlotte,Install,2024-04-24,12:3 pm,16:40,105,yes,N,Customer Not Home,Router;Coax Cable,Installed new modem
21269,3038,John S.,East,charlotte,Instal,2024-01-28,1:15 pm,14:22,,no,No,,Modem,Installed new modem
21270,,Liam P.,West,Concord,install,2024/03/16,07:50,8:15 AM,125,Yes,N,N/A,,Installed new modem
21271,N/A,J Smith,east,Concord,Instal,2024/04/07,16:40,16:40,N/A,no,No,N/A,Modem,
21272,N/A,John Smith,Noth,Concord,Repair,2024-04-10,09:5 AM,1:15 pm,N/A,No,,,Modem,Technician running late
21273,N/A,L P,Suth,huntersvill,maintenence,03/06/24,07:50,07:50,,no,Yes,Customer Not Home,Modem,Customer unhappy
21274,1138,Liam Peterson,West,Huntersville,install,2024-3-6,8:15 AM,14:22,,No,Y,Customer Not Home,Splitter,
21275,5292,Jessica T,North,charlotte,Repair,2024-03-19,16:40,12:3 pm,138,yes,Y,Signal Issue,Router;Coax Cable,
21276,,J. Smith,South,charlotte,reapir,02/17/24,9:00am,8:15 AM,143,yes,Yes,,Splitter,Customer unhappy
21277,,John Smith,Suth,charlotte,Maint.,02-02-2024,09:5 AM,07:50,N/A,Yes,N,Customer Not Home,Splitter,Customer unhappy
21278,5745,Maria Gomez,South,charlotte,Maint.,2024-01-13,8:15 AM,8:15 AM,,no,Yes,,,Customer unhappy
21279,,John Smith,North,Concord,Maint.,02/27/24,8:15 AM,14:22,28,yes,No,N/A,,Customer unhappy
21280,,John S.,Noth,Concord,Install,2024/01/02,12:3 pm,12:3 pm,174,Yes,Yes,N/A,Fiber ONT,Customer unhappy
21281,6464,John Smith,Suth,charlotte,Instal,01/12/24,8:15 AM,12:3 pm,63,Yes,No,,,Technician running late
21282,,,West,concord,Maint.,03/04/24,14:22,9:00am,N/A,yes,,N/A,Modem,
21283,N/A,L P,West,huntersvill,Install,2024/02/28,1:15 pm,07:50,,No,Y,Customer Not Home,Splitter,Customer unhappy
21284,N/A,J. Smith,Noth,Charlotte,Maintenance,02/13/24,07:50,1:15 pm,41,yes,Y,,coax cable; modem,
21285,,Liam Peterson,East,charlotte,Maintenance,2024/02/23,16:40,9:00am,,no,Yes,,coax cable; modem,Technician running late
21286,5916,Jessica T,North,Huntersville,maintenence,2024/04/15,16:40,9:00am,,Yes,Yes,,Modem,Installed new modem
21287,9798,J Smith,Noth,Concord,Maint.,2024/04/06,09:5 AM,1:15 pm,,no,No,Equipment Failure,coax cable; modem,
21288,1963,L P,east,Huntersville,Instal,2024-02-03,07:50,12:3 pm,42,Yes,,Signal Issue,coax cable; modem,Installed new modem
21289,3140,Maria G,east,Charlotte,Install,02-21-2024,07:50,09:5 AM,,No,Y,Equipment Failure,N/A,Technician running late
21290,,Maria Gomez,Suth,Charlotte,Maintenance,01/16/24,09:5 AM,16:40,,No,,Signal Issue,Splitter,
21291,N/A,Jess T.,Suth,concord,Maintenance,2024-04-20,16:40,16:40,,Yes,Yes,Signal Issue,Router;Coax Cable,Technician running late
21292,,John S.,east,concord,Maint.,02/28/24,9:00am,8:15 AM,152,Yes,Yes,Customer Not Home,Modem,
21293,1043,Liam Peterson,West,huntersvill,Maintenance,04/15/24,14:22,12:3 pm,136,no,,,Router;Coax Cable,
21294,,Maria Gomez,West,Concord,Maint.,2024/03/02,09:5 AM,07:50,30,yes,,Equipment Failure,Fiber ONT,
21295,2945,Jess T.,South,huntersvill,Repair,2024-04-28,9:00am,16:40,174,yes,,Customer Not Home,None,Technician running late
21296,,J Smith,East,charlotte,reapir,2024-04-13,9:00am,16:40,,yes,N,N/A,Router;Coax Cable,
21297,,Liam Peterson,east,Huntersville,reapir,2024-4-20,09:5 AM,12:3 pm,57,Yes,,Equipment Failure,N/A,
21298,3281,Jess T.,North,charlotte,install,2024-3-6,1:15 pm,8:15 AM,,Yes,,Customer Not Home,Modem,
21299,,,North,huntersvill,install,2024/04/11,07:50,09:5 AM,,yes,N,Signal Issue,Router;Coax Cable,Installed new modem
21300,N/A,Liam Peterson,West,Concord,Maintenance,2024/03/11,9:00am,9:00am,,yes,Y,,Router;Coax Cable,Installed new modem
21301,7513,,East,Charlotte,Instal,03/18/24,07:50,8:15 AM,,Yes,Yes,Signal Issue,Splitter,Technician running late
21302,N/A,Liam P.,West,Charlotte,Repair,04/02/24,07:50,14:22,,Yes,Y,Signal Issue,Splitter,
21303,,John Smith,Suth,concord,Maint.,2024/02/25,07:50,1:15 pm,99,yes,,Equipment Failure,Splitter,
21304,N/A,,east,huntersvill,Install,01-14-2024,9:00am,16:40,N/A,no,,,Fiber ONT,Installed new modem
21305,N/A,Maria Gomez,South,Huntersville,Maint.,2024-1-11,09:5 AM,14:22,61,No,N,,Splitter,
21306,8422,L P,Noth,huntersvill,Maint.,2024/04/29,09:5 AM,14:22,53,no,N,,coax cable; modem,Technician running late
21307,,Liam P.,Suth,Charlotte,Maintenance,2024-03-15,07:50,16:40,,Yes,,Customer Not Home,coax cable; modem,Installed new modem
21308,N/A,John S.,WEST,Huntersville,install,2024-02-09,1:15 pm,09:5 AM,,Yes,No,Signal Issue,None,
21309,,J Smith,WEST,Huntersville,Maintenance,2024-1-3,1:15 pm,1:15 pm,42,no,No,,Modem,Technician running late
21310,,John S.,East,concord,Maint.,2024/01/30,07:50,16:40,93,No,,Signal Issue,N/A,Technician running late
21311,7877,Maria G,Noth,Huntersville,Install,2024-02-14,9:00am,8:15 AM,,yes,Y,Equipment Failure,N/A,
21312,N/A,,East,Charlotte,Maint.,2024/01/07,09:5 AM,8:15 AM,,Yes,,,,
21313,N/A,J Smith,East,concord,install,01-14-2024,12:3 pm,8:15 AM,N/A,Yes,Yes,Equipment Failure,N/A,
21314,N/A,J. Smith,Suth,concord,Repair,2024-3-16,09:5 AM,8:15 AM,,yes,,,Router;Coax Cable,Technician running late
21315,5233,Liam Peterson,east,concord,Instal,04-15-2024,16:40,16:40,22,Yes,No,N/A,None,Customer unhappy
21316,N/A,Jess T.,West,Charlotte,Instal,04/28/24,12:3 pm,8:15 AM,,Yes,,Equipment Failure,coax cable; modem,
21317,7807,Maria G,East,Concord,Repair,04-09-2024,12:3 pm,14:22,71,no,Y,N/A,coax cable; modem,
21318,N/A,Liam P.,WEST,charlotte,Install,2024-2-27,9:00am,8:15 AM,93,Yes,,,None,Installed new modem
21319,8627,John Smith,North,concord,reapir,2024/03/26,07:50,14:22,,No,Yes,N/A,Router;Coax Cable,
21320,,,Suth,Huntersville,Maint.,2024-3-26,8:15 AM,09:5 AM,133,no,,,Modem,Customer unhappy
21321,N/A,J. Smith,WEST,Charlotte,Repair,2024-4-17,1:15 pm,14:22,119,no,Yes,Equipment Failure,Fiber ONT,Installed new modem
21322,,,North,Huntersville,install,2024-03-30,07:50,14:22,N/A,Yes,No,Signal Issue,Router;Coax Cable,Installed new modem
21323,,Liam Peterson,West,Charlotte,maintenence,04/19/24,8:15 AM,14:22,45,no,N,,None,Technician running late
21324,,Maria G,South,charlotte,maintenence,2024/01/30,9:00am,9:00am,20,Yes,Y,N/A,,Installed new modem
21325,,L P,Noth,Charlotte,maintenence,03/01/24,16:40,16:40,55,Yes,N,N/A,None,
21326,N/A,Liam Peterson,WEST,Concord,Instal,2024-03-05,16:40,16:40,,Yes,,,coax cable; modem,Customer unhappy
21327,,John Smith,North,Huntersville,reapir,2024/02/25,1:15 pm,09:5 AM,,Yes,Y,Signal Issue,coax cable; modem,
21328,,John S.,East,Concord,Instal,2024/01/16,09:5 AM,1:15 pm,,no,,,Router;Coax Cable,Customer unhappy
21329,,M. Gomez,east,charlotte,Install,04/09/24,12:3 pm,1:15 pm,97,yes,,N/A,Splitter,
21330,N/A,Liam Peterson,North,Huntersville,reapir,2024-4-8,09:5 AM,14:22,67,yes,Yes,N/A,,
21331,N/A,John Smith,Suth,concord,Maint.,03/28/24,14:22,12:3 pm,N/A,No,,,,
21332,N/A,M. Gomez,North,charlotte,Maint.,04-02-2024,12:3 pm,8:15 AM,N/A,no,,,Fiber ONT,Customer unhappy
21333,,J. Taylor,WEST,charlotte,reapir,2024/01/01,8:15 AM,14:22,71,no,,Signal Issue,None,Technician running late
21334,,Maria Gomez,East,Huntersville,install,2024/03/28,09:5 AM,12:3 pm,141,no,N,,None,Installed new modem
21335,N/A,Maria G,West,Concord,Install,01-31-2024,1:15 pm,14:22,,no,,Equipment Failure,coax cable; modem,Customer unhappy
21336,3953,Jess T.,North,charlotte,Maintenance,2024-03-02,9:00am,9:00am,,no,,Signal Issue,coax cable; modem,
21337,N/A,John Smith,east,charlotte,maintenence,2024/01/15,1:15 pm,09:5 AM,,Yes,Y,Equipment Failure,Modem,
21338,N/A,Liam Peterson,North,charlotte,Install,04/25/24,09:5 AM,8:15 AM,,no,Y,N/A,Modem,
21339,7919,,West,huntersvill,Instal,2024-04-23,07:50,9:00am,,Yes,Y,,Router;Coax Cable,
21340,N/A,John S.,North,huntersvill,Instal,2024/01/24,1:15 pm,09:5 AM,167,no,No,,N/A,
21341,N/A,,East,Concord,install,2024-03-13,09:5 AM,16:40,,yes,,,None,
21342,N/A,J Smith,Suth,concord,Maintenance,2024-4-7,14:22,9:00am,60,no,No,Customer Not Home,Router;Coax Cable,Installed new modem
21343,8032,J Smith,Noth,concord,Maint.,2024-2-27,16:40,14:22,62,yes,Y,Equipment Failure,coax cable; modem,Installed new modem
21344,7121,Liam P.,East,Concord,Maint.,2024-02-08,09:5 AM,12:3 pm,113,No,Yes,,Router;Coax Cable,
21345,3814,J Smith,North,Charlotte,maintenence,2024/04/09,07:50,8:15 AM,86,Yes,,Equipment Failure,Splitter,Customer unhappy
21346,N/A,John S.,South,charlotte,Install,01/22/24,16:40,9:00am,N/A,yes,Y,Signal Issue,Modem,Technician running late
21347,,Maria Gomez,WEST,concord,Install,2024-1-29,1:15 pm,07:50,,No,No,Customer Not Home,Fiber ONT,
21348,,J Smith,East,Concord,Install,02-14-2024,07:50,9:00am,N/A,Yes,No,,Router;Coax Cable,
21349,,M. Gomez,North,Charlotte,Repair,01/19/24,12:3 pm,09:5 AM,,no,Y,,None,Installed new modem
21350,3622,,East,huntersvill,Maintenance,2024/03/17,9:00am,07:50,107,Yes,,Equipment Failure,Splitter,
21351,8312,Jess T.,South,Charlotte,Instal,02/17/24,09:5 AM,14:22,,yes,No,,,Installed new modem
21352,7276,,North,concord,Install,04-23-2024,09:5 AM,9:00am,134,Yes,,,Splitter,Technician running late
21353,,,North,Huntersville,Install,01/25/24,9:00am,9:00am,N/A,yes,Yes,Customer Not Home,Modem,Installed new modem
21354,N/A,J. Smith,West,Huntersville,install,2024-03-26,12:3 pm,12:3 pm,,yes,N,,Splitter,Installed new modem
21355,N/A,J Smith,West,Concord,install,2024/03/31,16:40,9:00am,171,yes,,N/A,coax cable; modem,
21356,,Jessica T,Noth,Concord,install,01/27/24,14:22,09:5 AM,N/A,Yes,No,Customer Not Home,coax cable; modem,Technician running late
21357,,Maria Gomez,East,Concord,maintenence,03-22-2024,16:40,07:50,N/A,no,,N/A,Splitter,
21358,3816,Jess T.,east,huntersvill,Instal,01-17-2024,14:22,16:40,N/A,yes,Yes,,,Customer unhappy
21359,N/A,J Smith,WEST,Charlotte,Repair,03/09/24,16:40,09:5 AM,,No,,N/A,Fiber ONT,Technician running late
21360,N/A,Jessica T,East,Charlotte,Maintenance,04/11/24,07:50,1:15 pm,93,No,,Signal Issue,Router;Coax Cable,Technician running late
21361,,J Smith,Suth,Charlotte,Maintenance,2024-2-22,8:15 AM,1:15 pm,33,yes,N,Equipment Failure,Splitter,
21362,,Jessica T,East,Charlotte,install,2024-03-19,8:15 AM,9:00am,,yes,No,,Splitter,Customer unhappy
21363,,,Suth,Charlotte,Repair,03/16/24,09:5 AM,8:15 AM,31,No,N,N/A,Router;Coax Cable,Installed new modem
21364,,Maria G,West,concord,Maint.,2024-04-16,12:3 pm,09:5 AM,N/A,No,,,None,
21365,,John S.,Suth,charlotte,install,2024-2-4,9:00am,12:3 pm,,Yes,No,Equipment Failure,,
21366,,Maria Gomez,West,huntersvill,reapir,01/18/24,9:00am,09:5 AM,N/A,Yes,,Equipment Failure,coax cable; modem,Customer unhappy
21367,,Jessica T,Noth,Concord,maintenence,2024-3-2,8:15 AM,09:5 AM,84,yes,No,,Router;Coax Cable,Installed new modem
21368,8021,Liam P.,WEST,Huntersville,Repair,03-06-2024,12:3 pm,8:15 AM,146,No,No,Customer Not Home,Splitter,
21369,,L P,South,huntersvill,reapir,2024/02/04,9:00am,12:3 pm,N/A,yes,N,Customer Not Home,Fiber ONT,Technician running late
21370,,Liam P.,East,charlotte,maintenence,2024/04/21,16:40,07:50,,Yes,Y,,coax cable; modem,Customer unhappy
21371,,Jess T.,east,Charlotte,Install,01-01-2024,16:40,07:50,N/A,no,,Customer Not Home,Splitter,
21372,,John S.,WEST,Concord,Install,2024-04-16,07:50,12:3 pm,N/A,no,Yes,Customer Not Home,coax cable; modem,
21373,,John S.,Suth,Concord,reapir,02/05/24,12:3 pm,8:15 AM,121,no,,Customer Not Home,,Installed new modem
21374,,J Smith,Noth,charlotte,Maint.,2024-03-11,16:40,1:15 pm,N/A,Yes,Yes,Equipment Failure,coax cable; modem,
21375,3735,John Smith,east,Huntersville,Install,2024-3-30,09:5 AM,8:15 AM,N/A,no,N,Signal Issue,None,
21376,N/A,Liam P.,east,huntersvill,install,2024-01-28,09:5 AM,12:3 pm,132,no,N,,Modem,Technician running late
21377,N/A,Jess T.,North,huntersvill,Maint.,2024-4-23,1:15 pm,9:00am,24,no,,,,Installed new modem
21378,,Jessica T,East,huntersvill,Instal,04/06/24,09:5 AM,07:50,63,no,N,Signal Issue,None,Installed new modem
21379,,Liam Peterson,North,charlotte,Repair,2024-3-29,8:15 AM,1:15 pm,163,no,,,coax cable; modem,
21380,,John S.,North,Charlotte,Repair,02/21/24,8:15 AM,12:3 pm,168,No,,,Modem,Technician running late
21381,N/A,Liam P.,West,Concord,Maintenance,2024/02/23,07:50,07:50,,Yes,,N/A,N/A,Technician running late
21382,N/A,Maria G,east,charlotte,Install,01-27-2024,07:50,9:00am,N/A,Yes,Yes,Customer Not Home,None,Technician running late
21383,,John Smith,Noth,Concord,Maintenance,01-09-2024,16:40,12:3 pm,N/A,yes,,,Splitter,Installed new modem
21384,,Jessica T,South,Charlotte,Maintenance,2024-04-10,12:3 pm,9:00am,140,Yes,N,,,Installed new modem
21385,4633,M. Gomez,East,Charlotte,Maint.,2024/03/24,14:22,9:00am,,no,Yes,Signal Issue,coax cable; modem,
21386,,Jessica T,east,Charlotte,Instal,2024-04-22,07:50,8:15 AM,151,Yes,N,Equipment Failure,,Customer unhappy
21387,N/A,Liam Peterson,Noth,Concord,Maintenance,2024/03/24,1:15 pm,16:40,,No,,,None,Technician running late
21388,,Jessica T,east,Charlotte,Repair,02-23-2024,8:15 AM,09:5 AM,48,no,Yes,Equipment Failure,coax cable; modem,
21389,N/A,John Smith,East,Concord,Maintenance,2024-04-17,07:50,9:00am,,no,No,,N/A,Installed new modem
21390,N/A,M. Gomez,Noth,concord,Maintenance,2024/03/23,16:40,12:3 pm,,Yes,,,N/A,Customer unhappy
21391,N/A,Jessica T,WEST,charlotte,Maint.,2024-03-17,9:00am,14:22,N/A,No,Yes,Equipment Failure,N/A,Technician running late
21392,,,East,charlotte,Maint.,2024-3-24,8:15 AM,14:22,,yes,No,,N/A,
21393,,John S.,Noth,Huntersville,Repair,03-30-2024,12:3 pm,16:40,,no,,Customer Not Home,Splitter,
21394,,Liam P.,South,Concord,maintenence,2024-2-5,09:5 AM,14:22,,no,Yes,N/A,,
21395,,Maria Gomez,West,charlotte,maintenence,2024/03/15,12:3 pm,14:22,N/A,No,,,,Customer unhappy
21396,,Liam Peterson,North,Charlotte,Maint.,2024-2-23,9:00am,12:3 pm,,No,No,Customer Not Home,,Technician running late
21397,N/A,John S.,WEST,Concord,Instal,2024-4-20,12:3 pm,12:3 pm,,yes,N,Signal Issue,N/A,
21398,,L P,North,Charlotte,reapir,04-24-2024,07:50,9:00am,71,No,,Signal Issue,Splitter,Customer unhappy
21399,7593,John Smith,East,Charlotte,reapir,2024-02-08,12:3 pm,09:5 AM,57,yes,,,Fiber ONT,
21400,5657,John S.,east,Charlotte,Install,01-27-2024,12:3 pm,16:40,,No,Yes,,,Installed new modem
21401,,J Smith,North,Huntersville,Install,02-12-2024,14:22,8:15 AM,,yes,No,Signal Issue,coax cable; modem,
21402,8014,Liam Peterson,east,Concord,Maint.,01-17-2024,8:15 AM,16:40,,Yes,Yes,N/A,None,Customer unhappy
21403,,Liam Peterson,Noth,huntersvill,Repair,04-29-2024,09:5 AM,16:40,N/A,Yes,Y,Equipment Failure,N/A,
21404,5220,Jess T.,North,Huntersville,install,01/10/24,12:3 pm,16:40,123,Yes,N,N/A,coax cable; modem,Customer unhappy
21405,3778,Liam P.,WEST,Charlotte,install,2024-02-23,14:22,8:15 AM,105,Yes,,Equipment Failure,coax cable; modem,Customer unhappy
21406,,John Smith,South,Huntersville,Maintenance,2024/04/13,1:15 pm,1:15 pm,93,Yes,Y,N/A,,
21407,,,North,charlotte,maintenence,2024-01-09,12:3 pm,09:5 AM,39,Yes,N,,Router;Coax Cable,Technician running late
21408,6853,Liam P.,South,concord,Maintenance,04-20-2024,16:40,9:00am,,No,Y,Signal Issue,Modem,Technician running late
21409,6800,M. Gomez,WEST,Concord,Repair,2024-04-03,16:40,12:3 pm,89,no,,Customer Not Home,Fiber ONT,Technician running late
21410,,John Smith,Suth,huntersvill,Install,2024/01/07,8:15 AM,07:50,N/A,yes,Yes,,N/A,
21411,N/A,J Smith,West,Concord,Install,03/28/24,09:5 AM,09:5 AM,,yes,,,,Installed new modem
21412,,L P,East,charlotte,Maint.,02/11/24,16:40,9:00am,,No,No,,Fiber ONT,Installed new modem
21413,N/A,John S.,East,charlotte,Instal,2024/02/08,8:15 AM,8:15 AM,130,no,Yes,,Splitter,
21414,2924,L P,east,charlotte,Repair,01/12/24,14:22,09:5 AM,116,yes,,Customer Not Home,None,Technician running late
21415,,J Smith,Noth,charlotte,Maintenance,2024-03-25,9:00am,09:5 AM,,No,No,Signal Issue,None,Customer unhappy
21416,8706,Liam P.,Suth,Huntersville,maintenence,2024/04/01,1:15 pm,12:3 pm,,No,Yes,N/A,Modem,Installed new modem
21417,7396,,WEST,concord,install,2024/03/14,09:5 AM,12:3 pm,,no,No,Equipment Failure,None,Technician running late
21418,7159,M. Gomez,South,Charlotte,Maintenance,2024-4-5,9:00am,1:15 pm,N/A,no,,N/A,Router;Coax Cable,Customer unhappy
21419,,John Smith,WEST,Charlotte,Maint.,2024-01-31,09:5 AM,09:5 AM,81,yes,Yes,Equipment Failure,Modem,
21420,5357,Liam Peterson,West,Charlotte,install,2024-03-16,9:00am,14:22,35,No,Y,Equipment Failure,Router;Coax Cable,Technician running late
